n R sigma
1.0  1.0  0.0
2.0  1.4915659636736058  0.4138973012843013
3.0  1.81017069968997  0.7728919963254403
4.0  2.1441104307724226  0.9219492722774374
5.0  2.3886956784637823  1.078300957844539
6.0  2.6203740120460894  1.2251530667608357
7.0  2.842713039328441  1.3549253027499546
8.0  3.0254361759782604  1.4527133045036933
9.0  3.2289881761033192  1.5758919247794123
10.0  3.414645564894973  1.6637895498358828
11.0  3.582945201565144  1.7530840489210173
12.0  3.736435510254122  1.8464478540462548
13.0  3.9077568817034356  1.9426158018248074
14.0  4.022448661742218  2.0029744790306836
15.0  4.192392298150497  2.0989442151730455
16.0  4.343541084665688  2.156239978717865
17.0  4.470596310543255  2.2404393828347686
18.0  4.59803983235555  2.308235191671712
19.0  4.708948145518674  2.3779754756549196
20.0  4.824482426976471  2.4415505957885086
21.0  4.970063606247853  2.53058644386051
22.0  5.0712004168579  2.577418540334545
23.0  5.205710854036675  2.647046373633214
24.0  5.32782681750108  2.706470284838966
25.0  5.415641185108854  2.7498564606453124
26.0  5.5029569725644  2.8132942537361516
27.0  5.630399604099946  2.852774140753378
28.0  5.7427569343018705  2.9338068773400514
29.0  5.834549845643539  2.9736825820354382
30.0  5.895063588452028  3.0101603425909227
31.0  6.075228648846061  3.0991154970797816
32.0  6.15006006097831  3.135940249169212
33.0  6.236736226162689  3.174668682755727
34.0  6.327363098255384  3.240283355331139
35.0  6.4121176263844335  3.3063193350627906
36.0  6.512767873007381  3.349557378568534
37.0  6.605437729470972  3.3699306227400836
38.0  6.693083534167113  3.430777288700196
39.0  6.733963288189284  3.4826797776021508
40.0  6.828440166386069  3.5086813611505665
41.0  6.910055355114537  3.5701785654576037
42.0  7.026704781964589  3.6106536675671324
43.0  7.074709437224246  3.631369766197075
44.0  7.192333474452642  3.6850100667797343
45.0  7.282977727906147  3.7734646433778893
46.0  7.3104281688582144  3.787151962618392
47.0  7.4564749430434665  3.869721104132044
48.0  7.506124910058996  3.892886953739067
49.0  7.556445929857533  3.8770046310443735
50.0  7.7047783976634  3.9570127423220924
51.0  7.746435427882172  3.9744154490505825
52.0  7.828914683230059  4.0253912707592505
53.0  7.934410117442125  4.075548562860225
54.0  7.937066571026352  4.0968834798046165
55.0  8.023999305497698  4.169723629375508
56.0  8.114609152527875  4.173952359779738
57.0  8.148048664336942  4.210974111010062
58.0  8.306849637175375  4.246651516825856
59.0  8.3450674010107  4.290856566303342
60.0  8.407861905015737  4.331025073372946
61.0  8.463556076141822  4.361854943255546
62.0  8.475617846922457  4.376188080159437
63.0  8.580033826709693  4.448453611370745
64.0  8.68021358959995  4.483807761147255
